prey_taxon,prey_stage,prey_kingdom,prey_class,prey_order,prey_family,prey_species,prey_taxon_cleaned,prey_phylum,prey_superclass,prey_subclass,prey_subphylum,prey_type,prey_origin
brychius spp,unknown,Animalia,Insecta,Coleoptera,Haliplidae,Brychius sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
formicoidea,unknown,Animalia,Insecta,Hymenoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
cordulegastridae,unknown,Animalia,Insecta,Odonata,Cordulegastridae,NA,NA,NA,NA,NA,NA,NA,aquatic
calopterygidae,unknown,Animalia,Insecta,Odonata,Calopterygidae,NA,NA,NA,NA,NA,NA,NA,aquatic
sericostomatidae,unknown,Metazoa,Insecta,Trichoptera,Sericostomatidae,NA,Trichoptera,NA,NA,NA,NA,NA,aquatic
athericidae,unknown,Animalia,Insecta,Diptera,Athericidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
psycharidae,unknown,Animalia,Insecta,Diptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
orthorrapha,unknown,Animalia,Insecta,Diptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
appasus,unknown,Animalia,Insecta,Hemiptera,Belostomatidae,Appasus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
trithemus,unknown,Animalia,Insecta,Odonata,Libellulidae,Trithemus,NA,Arthropoda,NA,NA,NA,NA,aquatic
lestes,unknown,Animalia,Insecta,Odonata,Lestidae,Lestes sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
ischnura,unknown,Animalia,Insecta,Odonata,Coenogrionidae,Ischnura sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
africallagma,unknown,Animalia,Insecta,Odonata,Coenogrionidae,Africallagma sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
palpomyia,unknown,Metazoa,Insecta,Diptera,Ceratopogonidae,Palpomyia sp.,Diptera,NA,NA,NA,NA,NA,aquatic or terrestrial
arctocorisa germari,unknown,Animalia,Insecta,Hemiptera,Corixidae,Arctocorisa germari,NA,Arthropoda,NA,NA,NA,NA,NA
callicorixa praeusta,unknown,Animalia,Insecta,Hemiptera,Corixidae,Callicorixa praeustai,NA,Arthropoda,NA,NA,NA,NA,aquatic
reduviidae assassin_bugs,unknown,Animalia,Insecta,Hemiptera,Reduviidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
formic oidea,unknown,Animalia,Insecta,Hymenoptera,Formicidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
h orbiculare,unknown,Animalia,Malacostraca,Decapoda,Hymenosomatidae,"Hymenosoma 
orbiculare",NA,Arthropoda,NA,NA,NA,NA,aquatic
c nilotica,unknown,Animalia,Malacostraca,Decapoda,Atyidae,Caridina nilotica,NA,Arthropoda,NA,NA,NA,NA,aquatic
p sidneyi,unknown,Animalia,Malacostraca,Decapoda,Potamidae,Potamon sidneyi,NA,Arthropoda,NA,NA,NA,NA,aquatic
g lignorunz,unknown,Animalia,Malacostraca,Amphipoda,NA,Grandidierella lignorunz,NA,Arthropoda,NA,NA,NA,NA,aquatic
p latipes,unknown,Animalia,Malacostraca,Isopoda,NA,Pontogeloides latipes,NA,Arthropoda,NA,NA,NA,NA,aquatic
c carinata,unknown,Animalia,Malacostraca,Isopoda,NA,Cyathura carinata,NA,Arthropoda,NA,NA,NA,NA,aquatic
caprella,unknown,Animalia,Malacostraca,Amphipoda,Caprellidae,Caprella,NA,Arthropoda,NA,NA,NA,NA,aquatic
anomura,unknown,Animalia,Malacostraca,Decapoda,NA,Anomura sp.,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
potamonautes sidneyi,unknown,Animalia,Malacostraca,Decapoda,NA,Potamonautes sidneyi,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
pteridophyta,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
pholidina spp,unknown,Animalia,NA,Rotifera,NA,Pholidina sp.,NA,NA,NA,NA,NA,NA,terrestrial
nymphea spp,unknown,Plantae,NA,Nymphaeales,Nymphaeaceae,Nymphaea,NA,NA,NA,NA,NA,NA,aquatic
chitinous remains,unknown,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
sporangium pteridophyta,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
protista,unknown,Protista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
rice,unknown,Plantae,NA,Poales,Poaceae,Oryza sp.,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
garri fibres,unknown,Plantae,NA,Malpighiales,Euphorbiaceae,Manihot sp.,NA,NA,NA,NA,NA,NA,terrestrial
polichaetatubs,unknown,Animalia,Polychaeta,NA,NA,NA,NA,Annelida,NA,NA,NA,NA,aquatic
reptilia scincidae_probably_leiolopisma_mettalicum_metallic_skink,unknown,Animalia,Reptilia,Squamata,Scincidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic or terrestrial
zignemaphyceae,unknown,Plantae,Zygnematophyceae,NA,NA,NA,NA,Charophyta,NA,NA,NA,NA,terrestrial
desmids,unknown,Viridiplantae,Zygnematophyceae,Desmidiales,Desmidiaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
higher plant_fagments,unknown,Viridiplantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
