"site_name","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","type_of_fish","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","measurement_type","measurement_units","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"algae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"algae","0.27","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"algae","2.68","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"fruit",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"fruit","0.14","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"fruit","0.91","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"vegetal_matter","87.93","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"vegetal_matter","61.97","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"vegetal_matter","1.22","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"seeds","1.5","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"seeds","0.38","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"seeds",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"baetidae","0.35","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"baetidae","0.06","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"baetidae","0.3","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"leptohyphidae","0.005","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"leptohyphidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"leptohyphidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"leptophlebiidae","0.002","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"leptophlebiidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"leptophlebiidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"ephemeroptera_ninphae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"ephemeroptera_ninphae","0.02","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"ephemeroptera_ninphae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"unidentified_33",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"unidentified_33","0.09","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"unidentified_33",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"anisoptera_libellulidae","0.01","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"anisoptera_libellulidae","0.006","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"anisoptera_libellulidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"odonata_unidentified","0.04","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"odonata_unidentified",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"odonata_unidentified",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"gripopterygidae","0.07","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"gripopterygidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"gripopterygidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"perlidae","0.06","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"perlidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"perlidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"corydalidae","0.22","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"corydalidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"corydalidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"unidentified_39","0.005","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"unidentified_39",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"unidentified_39",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"philopotamidae","0.09","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"philopotamidae","0.008","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"philopotamidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"leptoceridae","0.02","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"leptoceridae","0.05","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"leptoceridae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"hydropsychidae","0.45","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"hydropsychidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"hydropsychidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"hydroptilidae","0.03","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"hydroptilidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"hydroptilidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"unidentified_larvae_44",NA,"larvae"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"unidentified_larvae_44",NA,"larvae"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"unidentified_larvae_44","0.18","larvae"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"pyralidae","0.23","unknown"
