"site_name","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","type_of_fish","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","measurement_type","measurement_units","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"pyralidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"pyralidae","0.61","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"curculionidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"curculionidae","3.78","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"curculionidae","61.6","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"elmidae","0.009","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"elmidae","1.04","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"elmidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"hydraenidae_fragment",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"hydraenidae_fragment","0.28","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"hydraenidae_fragment",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"ceratopogonidae","0.006","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"ceratopogonidae","0.03","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"ceratopogonidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"chironomidae","0.04","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"chironomidae","0.02","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"chironomidae","0.12","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"chironomidae_pupae","0.07","pupae"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"chironomidae_pupae",NA,"pupae"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"chironomidae_pupae",NA,"pupae"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"simuliidae","0.93","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"simuliidae","0.07","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"simuliidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"simuliidae_pupae","0.05","pupae"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"simuliidae_pupae",NA,"pupae"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"simuliidae_pupae",NA,"pupae"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"empididae","0.06","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"empididae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"empididae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"dixidae","0.002","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"dixidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"dixidae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"diptera_with_cocoon","0.003","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"diptera_with_cocoon",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"diptera_with_cocoon",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"unidentified_larvae_57",NA,"larvae"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"unidentified_larvae_57","0.02","larvae"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"unidentified_larvae_57","0.3","larvae"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"gerridae","0.01","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"gerridae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"gerridae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"macrobrachium","0.15","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"macrobrachium",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"macrobrachium",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"trichodactylus","0.22","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"trichodactylus",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"trichodactylus",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"aquatic_arthropod","0.12","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"aquatic_arthropod","1.28","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"aquatic_arthropod","0.49","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"crustacean_fragment",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"crustacean_fragment","0.06","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"crustacean_fragment","0.36","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"invertebrate_unidentified_larvae","0.3","larvae"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"invertebrate_unidentified_larvae","14.76","larvae"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"invertebrate_unidentified_larvae","23.84","larvae"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"formicidae","0.35","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"formicidae","2.32","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"formicidae","2.34","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"unidentified_adult","1.29","adults"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"unidentified_adult","1.34","adults"
