"site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage","lat","long","measurement_type_number_weight_other","measurement_units_total_percent_other"
"Ilha do Careiro, Brazil","Acestrorhynchus falcirostris","relative abundance","percent",NA,NA,NA,NA,NA,NA,"26","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","1",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Acestrorhynchus falcirostris","relative abundance","percent",NA,NA,NA,NA,NA,NA,"35","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","2",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Cichla monoculus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"10","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","3",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Cichla monoculus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"21","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","4",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Hoplias malabaricus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"14","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","5",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Hoplias malabaricus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"30","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","6",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Pellona castelneana","relative abundance","percent",NA,NA,NA,NA,NA,NA,"26","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","7",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Pellona castelneana","relative abundance","percent",NA,NA,NA,NA,NA,NA,"14","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","8",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Serrasalmus elongatus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"26","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","9",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Serrasalmus elongatus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"18","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","10",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Pygocentrus nattereri","relative abundance","percent",NA,NA,NA,NA,NA,NA,"139","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","11",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Pygocentrus nattereri","relative abundance","percent",NA,NA,NA,NA,NA,NA,"26","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","12",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Mylossoma duriventris","relative abundance","percent",NA,NA,NA,NA,NA,NA,"27","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","13",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Mylossoma duriventris","relative abundance","percent",NA,NA,NA,NA,NA,NA,"9","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","14",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Rhytiodus microlepis","relative abundance","percent",NA,NA,NA,NA,NA,NA,"58","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","15",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Rhytiodus microlepis","relative abundance","percent",NA,NA,NA,NA,NA,NA,"22","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","16",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Schizodon fasciatum","relative abundance","percent",NA,NA,NA,NA,NA,NA,"42","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","17",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Schizodon fasciatum","relative abundance","percent",NA,NA,NA,NA,NA,NA,"17","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","18",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Hemiodus immaculatus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"83","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","19",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Hemiodus immaculatus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"5","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","20",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Sternopygus macrurus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"13","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","21",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Sternopygus macrurus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"17","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","22",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Colossoma macropomum","relative abundance","percent",NA,NA,NA,NA,NA,NA,"42","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","23",NA,"terrestrial_invertabrate","2","unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Colossoma macropomum","relative abundance","percent",NA,NA,NA,NA,NA,NA,"28","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","24",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Osteoglossum biccirhosum","relative abundance","percent",NA,NA,NA,NA,NA,NA,"50","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","25",NA,"terrestrial_invertabrate","1","unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Osteoglossum biccirhosum","relative abundance","percent",NA,NA,NA,NA,NA,NA,"66","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","26",NA,"terrestrial_invertabrate","3","unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Parauchenipterus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"98","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","27",NA,"terrestrial_invertabrate","6","unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Parauchenipterus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"28","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","28",NA,"terrestrial_invertabrate","3","unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Serrasalmus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"43","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","29",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Serrasalmus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"13","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","30",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Pellona flavipinnis","relative abundance","percent",NA,NA,NA,NA,NA,NA,"39","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","31",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Pellona flavipinnis","relative abundance","percent",NA,NA,NA,NA,NA,NA,"80","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","32",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Plagioscion montei","relative abundance","percent",NA,NA,NA,NA,NA,NA,"53","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","33",NA,"terrestrial_invertabrate","4","unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Plagioscion montei","relative abundance","percent",NA,NA,NA,NA,NA,NA,"31","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","34",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Plagioscion squamosissimus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"49","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","35",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Plagioscion squamosissimus","relative abundance","percent",NA,NA,NA,NA,NA,NA,"36","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","36",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Leporinus friderici","relative abundance","percent",NA,NA,NA,NA,NA,NA,"11","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","37",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Leporinus friderici","relative abundance","percent",NA,NA,NA,NA,NA,NA,"16","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","38",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
"Ilha do Careiro, Brazil","Serrasalmus spilopleura","relative abundance","percent",NA,NA,NA,NA,NA,NA,"28","1986-02-01","1988-05-01",NA,"lake",NA,"Merona & Rankin-de-Merona","2004","Neotropical Ichthyology","Mérona, B. D., & Rankin-de-Mérona, J. (2004). Food resource partitioning in a fish community of the central Amazon floodplain. Neotropical Ichthyology, 2(2), 75-84.","tbl 2","prey item","39",NA,"terrestrial_invertabrate",NA,"unknown",NA,NA,NA,NA
