"site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage","lat","long","measurement_type_number_weight_other","measurement_units_total_percent_other"
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","planorbidae","1.18","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","planorbidae","0.43","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","planorbidae","0.08","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,NA,"thiaridae","0.15","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,"overall","thiaridae","0.14","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","thiaridae","0","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","thiaridae","0","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","thiaridae","0.3","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","thiaridae","0.18","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,NA,"ancylidae","0.18","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,"overall","ancylidae","0.02","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","ancylidae","0.35","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","ancylidae","0.11","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","ancylidae","0","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","ancylidae","0","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,NA,"neritidae","0.15","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,"overall","neritidae","0.03","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","neritidae","0.29","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","neritidae","0.12","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","neritidae","0","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","neritidae","0","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,NA,"crustaces","0","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,"overall","crustaces","0","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","crustaces","0","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","crustaces","0","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","crustaces","0","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","crustaces","0","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,NA,"desmocarididae","0.09","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,"overall","desmocarididae","1.58","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","desmocarididae","0.12","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","desmocarididae","3.19","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","desmocarididae","0.06","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","desmocarididae","1.11","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,NA,"potamonidae","0.03","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,"overall","potamonidae","0.35","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","potamonidae","0.06","unknown",NA,NA,NA,NA
