"","prey_taxon","prey_stage","prey_kingdom","prey_class","prey_order","prey_family","prey_species","prey_taxon_cleaned","prey_phylum","prey_superclass","prey_subclass","prey_subphylum","prey_type","prey_origin"
"2232","fish and_fish_remains","unknown","Animalia",NA,NA,NA,NA,NA,NA,"Osteichthyes",NA,NA,NA,"aquatic"
"2233","periphyton","unknown","Plantae","Florideophyceae","Ceramiales","Rhodomelaceae",NA,NA,"Rhodophyta",NA,NA,NA,NA,"aquatic"
"2234","phytobenthos","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"2235","grasses","unknown","Plantae","Liliopsida","Poales","Poaceae",NA,NA,"Tracheophyta",NA,NA,NA,NA,"terrestrial"
"2236","naias","unknown","Plantae","Liliopsida","Alismatales","Hydrocharitaceae",NA,NA,"Tracheophyta",NA,NA,NA,NA,"aquatic"
"2237","other macrophyte","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2238","roots","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2239","x1 mm_organic_debris","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"2240","x1 mm_organic_debris_2","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"2241","silt and_sand","unknown","Animalia","Insecta","Trichoptera","Goeridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2242","benthic crustacea","unknown","Animalia",NA,NA,NA,NA,NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2243","i mm_organic_debris","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"2244","planktonic crustacea","unknown","Animalia",NA,NA,NA,NA,NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2245","anisoptera nymphs","larvae","Animalia","Insecta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"2246","higher plants","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2247","organic debris","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"2248","protozoa and_rotifera","unknown","Animalia",NA,NA,NA,NA,NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"2249","nymphs","larvae","Animalia","Insecta",NA,NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2250","zygoptera nymphs","larvae","Animalia","Insecta","Odonata",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"2251","culicid larvae","larvae","Animalia","Insecta","Diptera","Culicidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2252","aquatic higher_plants","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"2253","macrobrachium","unknown","Animalia","Malacostraca","Decapoda","Palaemonidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2254","entire fsh","unknown","Animalia",NA,NA,NA,NA,NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"2255","fish pieces","unknown","Animalia",NA,NA,NA,NA,NA,NA,"Osteichthyes",NA,NA,NA,"aquatic"
"2256","terrestrial vertebrates","unknown","Animalia",NA,NA,NA,NA,NA,"Chordata",NA,NA,"Vertebrata",NA,"terrestrial"
"2257","corbicula manilensis","unknown","Animalia","Bivalvia","Venerida","Cyrenidae","Corbicula fluminea",NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"2258","macoma balthica","unknown","Animalia","Bivalvia","Cardiida","Tellinidae","Limecola balthica",NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"2259","macoma","unknown","Animalia","Bivalvia","Cardiida","Tellinidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"2260","archaeomysis grebnitzkii","unknown","Animalia","Malacostraca","Mysida","Mysidae","Archaeomysis grebnitzkii",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2261","corophium salmonis","unknown","Animalia","Malacostraca","Amphipoda","Corophiidae","Americorophium salmonis",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2262","corophium spinicorne","unknown","Animalia","Malacostraca","Amphipoda","Corophiidae","Americorophium spinicorne",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2263","corophium spp","unknown","Animalia","Malacostraca","Amphipoda","Corophiidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2264","eogammarus spp","unknown","Animalia","Malacostraca","Amphipoda","Anisogammaridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2265","eohaustorius estuaris","unknown","Animalia","Malacostraca","Amphipoda","Haustoriidae","Eohaustorius estuarius",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2266","eobrolgus milleri","unknown","Animalia","Malacostraca","Amphipoda","Phoxocephalidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2267","saduria entomon","unknown","Animalia","Malacostraca","Isopoda","Chaetiliidae","Saduria entomon",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2268","cyclopoida","unknown","Animalia","Hexanauplia","Cyclopoida",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2269","calanoida","unknown","Animalia","Calanoida","Calanoida",NA,NA,NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2270","crangon franciscorum","unknown","Animalia","Malacostraca","Decapoda","Crangonidae","Crangon franciscorum",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2271","crangon spp","unknown","Animalia","Malacostraca","Decapoda","Crangonidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2272","cancer magister_44","unknown","Animalia","Malacostraca","Decapoda","Cancridae","Metacarcinus magister",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2273","cancer magister_45","unknown","Animalia","Malacostraca","Decapoda","Cancridae","Metacarcinus magister",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2274","unidentified decapoda","unknown","Animalia","Malcostraca","Decapoda",NA,NA,NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2275","engraulis mordax","unknown","Animalia","Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2276","clupea harengus_pallasi","unknown","Animalia","Actinopterygii","Clupeiformes","Clupeidae","Clupea pallasii",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2277","spirinchus thaleichthys","unknown","Animalia","Actinopterygii","Osmeriformes","Osmeridae","Spirinchus thaleichthys",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2278","thaleichthys pacificus","unknown","Animalia","Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys pacificus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2279","polychaeta","unknown","Animalia","Polychaeta",NA,NA,NA,NA,"Annelida",NA,NA,NA,NA,"aquatic or terrestrial"
"2280","neanthes limnicola","unknown","Animalia","Polychaeta","Phyllodocida","Nereididae","Neanthes limnicola",NA,"Annelida",NA,NA,NA,NA,"aquatic"
"2281","lithoglyphys virens","unknown","Animalia","Gastropoda","Littorinimorpha","Lithoglyphidae","Lithoglyphus virens",NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"2282","oligochaetea","unknown","Animalia","Clitellata",NA,NA,NA,NA,"Annelida",NA,"Oligochaeta",NA,NA,"aquatic or terrestrial"
"2283","u pygmaea","unknown","Animalia","Actinopterygii","Esociformes","Umbridae","Umbra pygmaea",NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"2284","duckweed","unknown","Plantae","Liliopsida","Alismatales","Araceae",NA,NA,"Tracheophyta",NA,NA,NA,NA,"aquatic"
"2285","heteroptera","unknown","Animalia","Insecta","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2286","hydrachnidae","unknown","Animalia","Euchelicerata","Trombidiformes","Hydrachnidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"2287","pygmaea","unknown","Fungi","Lichinomycetes","Lichinales","Lichinaceae",NA,NA,"Ascomycota",NA,NA,NA,NA,"terrestrial"
"2288","hydropsyche sp","unknown","Animalia","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2289","glossosoma sp","unknown","Animalia","Insecta","Trichoptera","Glossosomatidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2290","rhyacophilia sp","unknown","Animalia","Insecta","Trichoptera","Rhyacophilidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2291","lepidostomatidae","unknown","Animalia","Insecta","Trichoptera","Lepidostomatidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2292","emergent 37","adults","Animalia","Insecta","Trichoptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2293","ephemerella grandis","unknown","Animalia","Insecta","Ephemeroptera","Ephemerellidae","Drunella grandis",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2294","ephemerella hecuba","unknown","Animalia","Insecta","Ephemeroptera","Ephemerellidae","Timpanoga hecuba",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2295","ephemerella inermus","unknown","Animalia","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella excrucians",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2296","baetis sp","unknown","Animalia","Insecta","Ephemeroptera","Baetidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2297","emergent 44","adults","Animalia","Insecta","Ephemeroptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2298","unidentified 45","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unidentified","aquatic or terrestrial"
"2299","alloperla sp","unknown","Animalia","Insecta","Plecoptera","Chloroperlidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2300","ch oroperla_sp","unknown","Animalia","Insecta","Plecoptera","Chloroperlidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2301","claassenia sabulosa","unknown","Animalia","Insecta","Plecoptera","Perlidae","Claassenia sabulosa",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2302","isoperla sp","unknown","Animalia","Insecta","Plecoptera","Perlodidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2303","pteronarcidae","unknown","Animalia","Insecta","Plecoptera","Pteronarcyidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2304","unidentified 51","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unidentified","aquatic or terrestrial"
"2305","fish fry","juvenile","Animalia",NA,NA,NA,NA,NA,NA,"Osteichthyes",NA,NA,NA,"aquatic"
"2306","diptera immature","larvae","Animalia","Insecta","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2307","diptera adult_26","adults","Animalia","Insecta","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2308","plecoptera immature","larvae","Animalia","Insecta","Plecoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2309","ephemeroptera immature","larvae","Animalia","Insecta","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2310","trichoptera immature","larvae","Animalia","Insecta","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2311","other 32","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"aquatic or terrestrial"
"2312","lepidoptera all_stages","unknown","Animalia","Insecta","Lepidoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2313","diptera adult_37","adults","Animalia","Insecta","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2314","other 38","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"aquatic or terrestrial"
"2315","custacean","unknown","Animalia",NA,NA,NA,NA,NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2316","terrestrial prey","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unidentified","terrestrial"
"2317","dipterans","unknown","Animalia","Insecta","Diptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"2318","ephemeropterans","unknown","Animalia","Insecta","Ephemeroptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"2319","hemipterans","unknown","Animalia","Insecta","Hemiptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"2320","odonatans","unknown","Animalia","Insecta","Odonata",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"2321","trichopterans","unknown","Animalia","Insecta","Trichoptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"2322","misc","unknown","Animalia","Insecta","Lepidoptera","Noctuidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"2323","chironomus","unknown","Animalia","Insecta","Diptera","Chironomidae","Chironomus sp.",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2324","water beetles_coleoptera","unknown","Animalia","Insecta","Coleoptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"2325","crayfsh cambarus","unknown","Animalia","Malacostraca","Decapoda","Cambaridae","Cambarus sp.",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2326","campostoma anomalurn_pullum","unknown","Animalia","Actinopterygii","Cypriniformes","Cyprinidae","Campostoma anomalum",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2327","hyborhynchus notatus","unknown","Animalia","Actinopterygii","Cypriniformes","Cyprinidae","Pimephales notatus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2328","notropis cornutus_frontalis","unknown","Animalia","Actinopterygii","Cypriniformes","Cyprinidae","Luxilus cornutus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2329","rhinichthys atratulus_meleagris","unknown","Animalia","Actinopterygii","Cypriniformes","Cyprinidae","Rhinichthys atratulus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2330","semotilus a_atromaculatus","unknown","Animalia","Actinopterygii","Cypriniformes","Cyprinidae","Semotilus atromaculatus",NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"2331","cyprinidae remains","unknown","Animalia","Teleostei","Cypriniformes","Cyprinidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2332","poecilichthys f_fabellaris","unknown","Animalia","Actinopterygii","Perciformes","Percidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2333","unidentifed crustaceans","unknown","Animalia",NA,NA,NA,NA,NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2334","nematoda unidentifed","unknown","Animalia",NA,NA,NA,NA,NA,"Nematoda",NA,NA,NA,NA,"aquatic or terrestrial"
"2335","unidentified plant_animal","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","aquatic or terrestrial"
"2336","polyphemus","unknown","Animalia","Branchiopoda","Diplostraca","Polyphemidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2337","zooplanktona","unknown","Chromista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"2338","corixa","unknown","Animalia","Insecta","Hemiptera","Corixidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2339","sialis","unknown","Animalia","Insecta","Megaloptera","Sialidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2340","salamander","unknown","Animalia","Amphibia","Urodela",NA,NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2341","trichoptera 27","unknown","Animalia","Insecta","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2342","diptere","unknown","Animalia","Insecta","Diptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"2343","chironomidae 32","unknown","Animalia","Insecta","Diptera","Chironomidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2344","holopedium","unknown","Bacteria","Cyanophyceae","Chroococcales","Chroococcaceae",NA,NA,"Cyanobacteria",NA,NA,NA,NA,"aquatic"
"2345","hirundinea","unknown","Animalia","Aves","Passeriformes","Tyrannidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic or terrestrial"
"2346","trichoptera 42","unknown","Animalia","Insecta","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2347","chironomidae 45","unknown","Animalia","Insecta","Diptera","Chironomidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2348","frog tadpole","juvenile","Animalia","Amphibia","Anura",NA,NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2349","bombus","unknown","Animalia","Insecta","Hymenoptera","Apidae","Bombus sp.",NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"2350","terrestrial insectsb","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial"
"2351","ho opedium","unknown","Bacteria","Cyanophyceae","Chroococcales","Chroococcaceae",NA,NA,"Cyanobacteria",NA,NA,NA,NA,"aquatic"
"2352","chironomidae 43","unknown","Animalia","Insecta","Diptera","Chironomidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2353","physaidae","unknown","Animalia","Gastropoda","Basommatophora","Physidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"2354","cottus asper","unknown","Animalia","Actinopterygii","Scorpaeniformes","Cottidae","Cottus asper",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2355","decapoda paratya","unknown","Animalia","Malacostraca","Decapoda",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2356","halicarcinus","unknown","Animalia","Malacostraca","Decapoda","Hymenosomatidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2357","anguillidae","unknown","Animalia","Teleostei","Anguilliformes","Anguillidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2358","galaxiidae","unknown","Animalia","Teleostei","Osmeriformes","Galaxiidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2359","teleostei misc","unknown","Animalia","Actinopterygii",NA,NA,NA,NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"2360","other crustacea","unknown","Animalia",NA,NA,NA,NA,NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic or terrestrial"
"2361","insect pupae","pupae","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2362","other insect_larvae","larvae","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2363","other insect_adult","adults","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2364","earthworms","unknown","Animalia","Clitellata","Opisthopora",NA,NA,NA,"Annelida",NA,"Oligochata",NA,NA,"terrestrial"
"2365","other annelids","unknown","Animalia",NA,NA,NA,NA,NA,"Annelida",NA,NA,NA,NA,"aquatic or terrestrial"
"2366","animal material","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2367","perca favescens","unknown","Animalia","Actinopterygii","Perciformes","Percidae","Perca flavescens",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2368","cottus","unknown","Animalia","Actinopterygii","Scorpaeniformes","Cottidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2369","unidentifed remains","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unidentified","aquatic or terrestrial"
"2370","cambarus prop_inquus","unknown","Animalia","Malacostraca","Decapoda","Cambaridae","Cambarus propinquus",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2371","acroperus","unknown","Animalia","Branchiopoda","Anomopoda","Chydoridae","Acroperus sp.",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2372","bosmina","unknown","Animalia","Branchiopoda","Cladocera","Bosminidae","Bosmina sp.",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2373","chydorus","unknown","Animalia","Branchiopoda","Diplostraca","Chydoridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2374","sida","unknown","Plantae","Magnoliopsida","Malvales","Malvaceae",NA,NA,"Tracheophyta",NA,NA,NA,NA,"terrestrial"
"2375","alona","unknown","Animalia","Branchiopoda","Cladocera","Chydoridae","Alona sp.",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2376","corixidae larvae","larvae","Animalia","Insecta","Hemiptera","Corixidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2377","cicadellidae adult","adults","Animalia","Insecta","Hemiptera","Cicadellidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"2378","unidentified remains","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unidentified","aquatic or terrestrial"
"2379","plant material_algae_etc","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"2380","perca flavescens","unknown","Animalia","Actinopterygii","Perciformes","Percidae","Perca flavescens",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2381","cambarus pro_pinquus","unknown","Animalia","Malacostraca","Decapoda","Cambaridae","Cambarus propinquus",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2382","cambarus propinquus","unknown","Animalia","Malacostraca","Decapoda","Cambaridae","Cambarus propinquus",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2383","cambarus bartonii","unknown","Animalia","Malacostraca","Decapoda","Cambaridae","Cambarus bartonii",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2384","cambarus remains","unknown","Animalia","Malacostraca","Decapoda","Cambaridae","Cambarus sp.",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2385","fish eggs_and_plant_material","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","aquatic or terrestrial"
"2386","boleosoma nigrum","unknown","Animalia","Actinopterygii","Perciformes","Percidae","Etheostoma nigrum",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2387","esox lucius","unknown","Animalia","Actinopterygii","Esociformes","Esocidae","Esox lucius",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2388","cambarus propinguus","unknown","Animalia","Malacostraca","Decapoda","Cambaridae","Cambarus propinquus",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2389","canzbarus viril_is","unknown","Animalia","Malacostraca","Decapoda","Cambaridae","Cambarus virilis",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2390","cambarus barb_nil","unknown","Animalia","Malacostraca","Decapoda","Cambaridae","Cambarus bartonii",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2391","miscellaneous insect","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"2392","miscellaneous fish_eggs_and_plant_remains","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","aquatic or terrestrial"
"2393","tadpole","juvenile","Animalia","Amphibia",NA,NA,NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2394","catostomus cominersonii","unknown","Animalia","Actinopterygii","Cypriniformes","Catostomidae","Catostomus commersonii",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2395","oligocephalus exilis","unknown","Animalia","Actinopterygii","Perciformes","Percidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"2396","unidentified pisces_remains","unknown","Animalia",NA,NA,NA,NA,NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"2397","cambartis virilis","unknown","Animalia","Malacostraca","Decapoda","Cambaridae","Cambarus virilus",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2398","cambaras bartonii","unknown","Animalia","Malacostraca","Decapoda","Cambaridae","Cambarus bartonii",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"2399","leptodora kindtii","unknown","Animalia","Branchiopoda","Diplostraca","Leptodoridae","Leptodora kindti",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2400","gryliidae","unknown","Animalia","Insecta","Orthoptera","Gryllidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"2401","coenagrionidae adult","adults","Animalia","Insecta","Odonata","Coenagrionidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"2402","miscellaneous insecta","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
